Unnamed: 0,Composition,ElemSortAMU,GBTPredict,AWEMLPredict,lnPeqo,dH,dS,Al,Ti,V,Cr,Zr,Nb,Mo,Pd,Hf,Ta
549,Al1 Ta1 Zr1 V1 Pd1 Hf1,AlVZrPdHfTa,SS,SS,-6.64134042293461,44.7755645584454,96.1044956000802,0.16666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666
550,Al1 Ta1 Zr1 V1 Nb1 Hf1,AlVZrNbHfTa,SS,SS,-9.35009017010572,49.8621809594782,83.2083478959302,0.16666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666
551,Al1 Ta1 Zr1 Pd1 Nb1 Hf1,AlZrNbPdHfTa,SS,SS,-6.4881405499668,43.8040363840427,96.6060092144522,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666
552,Al1 Ta1 Ti1 Mo1 V1 Pd1,AlTiVMoPdTa,SS,SS,-4.66578256821923,37.6556602231668,85.4706885180323,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666
553,Al1 Ta1 Ti1 Mo1 V1 Nb1,AlTiVNbMoTa,SS,SS,-4.59924976553647,38.5571263337479,78.8669852893637,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666
554,Al1 Ta1 Ti1 Mo1 V1 Hf1,AlTiVMoHfTa,SS,SS,-7.16181350600512,44.4220548457907,82.7105116646658,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666
555,Al1 Ta1 Ti1 Mo1 Pd1 Nb1,AlTiNbMoPdTa,SS,SS,-3.26453182946092,36.1252226281953,85.6733760787141,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666
556,Al1 Ta1 Ti1 Mo1 Pd1 Hf1,AlTiMoPdHfTa,SS,SS,-2.35625287429804,35.2898790333187,90.1726863022977,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
557,Al1 Ta1 Ti1 Mo1 Nb1 Hf1,AlTiNbMoHfTa,SS,SS,-6.88548051317217,44.4434850572918,83.7963824034769,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666
558,Al1 Ta1 Ti1 V1 Pd1 Nb1,AlTiVNbPdTa,SS,SS,-5.82504300535793,43.0631480936019,93.4110844230132,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666
559,Al1 Ta1 Ti1 V1 Pd1 Hf1,AlTiVPdHfTa,SS,SS,-7.70808409495626,48.4121152460388,94.1789318945657,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666
560,Al1 Ta1 Ti1 V1 Nb1 Hf1,AlTiVNbHfTa,SS,SS,-8.59397819823179,48.0428666630131,83.9909489799959,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666
561,Al1 Ta1 Ti1 Pd1 Nb1 Hf1,AlTiNbPdHfTa,SS,SS,-7.55224205762109,48.6320811820509,94.9126329238219,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666
562,Al1 Ta1 Mo1 V1 Pd1 Nb1,AlVNbMoPdTa,SS,SS,-4.21530222782231,39.0539952274972,86.4332546290811,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666
563,Al1 Ta1 Mo1 V1 Pd1 Hf1,AlVMoPdHfTa,SS,SS,-2.44117129692608,35.1719777794512,86.9063319732999,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
564,Al1 Ta1 Mo1 V1 Nb1 Hf1,AlVNbMoHfTa,SS,SS,-6.42576216661449,42.6858064310627,80.2855290849441,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666
565,Al1 Ta1 Mo1 Pd1 Nb1 Hf1,AlNbMoPdHfTa,SS,SS,-1.8031422173116,34.3012817381585,86.9027209811323,0.16666666666666666,0.0,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
566,Al1 Ta1 V1 Pd1 Nb1 Hf1,AlVNbPdHfTa,SS,SS,-5.28769627291665,43.7020061964684,94.1625022698971,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666
567,Al1 Zr1 Ti1 Mo1 V1 Pd1,AlTiVZrMoPd,SS+IM,SS,-2.97559804258489,34.3200931311629,86.4067474247611,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0
568,Al1 Zr1 Ti1 Mo1 V1 Nb1,AlTiVZrNbMo,SS,SS,-5.25203816236737,39.96010508984,84.1110841727761,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0
569,Al1 Zr1 Ti1 Mo1 V1 Hf1,AlTiVZrMoHf,SS,SS,-9.56047203981133,46.8107706739682,83.7579164083466,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0
570,Al1 Zr1 Ti1 Mo1 Pd1 Nb1,AlTiZrNbMoPd,SS,IM,-3.15713734332125,34.201191538118,88.227694344904,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0
571,Al1 Zr1 Ti1 Mo1 Pd1 Hf1,AlTiZrMoPdHf,SS,SS,-5.08356814383764,39.086681360239,92.605558886185,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0
572,Al1 Zr1 Ti1 Mo1 Nb1 Hf1,AlTiZrNbMoHf,SS,SS,-9.7664626892676,48.8602918366571,84.9012229777108,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0
573,Al1 Zr1 Ti1 V1 Pd1 Nb1,AlTiVZrNbPd,SS+IM,IM,-6.20124226780015,42.0537388166035,90.4751670998197,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0
574,Al1 Zr1 Ti1 V1 Pd1 Hf1,AlTiVZrPdHf,SS,SS,-9.27833187606228,47.6218598044402,93.0626815651505,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0
575,Al1 Zr1 Ti1 V1 Nb1 Hf1,AlTiVZrNbHf,SS,SS,-11.2567993753491,50.9231677040744,82.7808015344516,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0
576,Al1 Zr1 Ti1 Pd1 Nb1 Hf1,AlTiZrNbPdHf,SS,SS,-8.79461447178339,46.2220936212879,93.1752636473662,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.0
577,Al1 Zr1 Mo1 V1 Pd1 Nb1,AlVZrNbMoPd,SS,IM,-2.86698526765762,33.6066255266373,86.6211706967552,0.16666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0
578,Al1 Zr1 Mo1 V1 Pd1 Hf1,AlVZrMoPdHf,SS,SS,-3.10741191055469,36.7382729518237,93.6257170116072,0.16666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0
579,Al1 Zr1 Mo1 V1 Nb1 Hf1,AlVZrNbMoHf,SS,SS,-7.86725170702754,46.2921838393133,85.9910873301632,0.16666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0
580,Al1 Zr1 Mo1 Pd1 Nb1 Hf1,AlZrNbMoPdHf,SS,SS,-2.7149076025572,36.4222039575571,94.701687867903,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0
581,Al1 Zr1 V1 Pd1 Nb1 Hf1,AlVZrNbPdHf,SS,SS,-7.36359444663121,46.4238505075659,98.0623687507175,0.16666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.0
582,Al1 Ti1 Mo1 V1 Pd1 Nb1,AlTiVNbMoPd,SS,SS,-3.45132826315636,36.4897981663522,82.5274943426634,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0
583,Al1 Ti1 Mo1 V1 Pd1 Hf1,AlTiVMoPdHf,SS,SS,-4.34728473607548,37.1054613587242,92.4509430732044,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0
584,Al1 Ti1 Mo1 V1 Nb1 Hf1,AlTiVNbMoHf,SS,SS,-5.51518694338604,40.082281485055,83.6033176981589,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0
585,Al1 Ti1 Mo1 Pd1 Nb1 Hf1,AlTiNbMoPdHf,SS,SS,-2.9405054999112,36.5323082137826,92.571570735476,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0
586,Al1 Ti1 V1 Pd1 Nb1 Hf1,AlTiVNbPdHf,SS,SS,-5.93812016384998,44.9833302297026,95.3310548695454,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.0
587,Al1 Mo1 V1 Pd1 Nb1 Hf1,AlVNbMoPdHf,SS,SS,-2.7513837152848,35.9476872414511,87.5139139378781,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0
588,Cr1 Ta1 Zr1 Ti1 Mo1 V1,TiVCrZrMoTa,SS,SS+IM,-5.13252344247798,43.9045586802166,89.0416278008711,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.16666666666666666
589,Cr1 Ta1 Zr1 Ti1 Mo1 Pd1,TiCrZrMoPdTa,SS,SS,-2.95019883689694,36.1242155279473,100.388730900563,0.0,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666
590,Cr1 Ta1 Zr1 Ti1 Mo1 Nb1,TiCrZrNbMoTa,SS+IM,SS+IM,-7.55946836142157,46.3870099841695,90.1688121775138,0.0,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666
591,Cr1 Ta1 Zr1 Ti1 Mo1 Hf1,TiCrZrMoHfTa,SS,SS+IM,-8.69918863500099,51.0366193046116,90.5656710667052,0.0,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666
592,Cr1 Ta1 Zr1 Ti1 V1 Pd1,TiVCrZrPdTa,SS,SS,-5.73796945212908,43.5220640051016,102.8215725822,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0,0.16666666666666666
593,Cr1 Ta1 Zr1 Ti1 V1 Nb1,TiVCrZrNbTa,SS,SS+IM,-9.18614148498372,54.7607006610978,86.8536172460399,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666
594,Cr1 Ta1 Zr1 Ti1 V1 Hf1,TiVCrZrHfTa,SS,SS,-12.4129368470264,56.9163817001456,85.5555353971099,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666
595,Cr1 Ta1 Zr1 Ti1 Pd1 Nb1,TiCrZrNbPdTa,SS,SS+IM,-7.30654224108848,45.6058227951779,102.458552848185,0.0,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666
596,Cr1 Ta1 Zr1 Ti1 Pd1 Hf1,TiCrZrPdHfTa,SS,SS,-8.24618293755449,45.356252303825,98.8243711917731,0.0,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666
597,Cr1 Ta1 Zr1 Ti1 Nb1 Hf1,TiCrZrNbHfTa,SS,SS+IM,-11.6552822970848,55.7912131727303,84.9243934735608,0.0,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666
598,Cr1 Ta1 Zr1 Mo1 V1 Pd1,VCrZrMoPdTa,SS,SS,-3.92303700927055,36.0227101997814,93.8097000487254,0.0,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666
599,Cr1 Ta1 Zr1 Mo1 V1 Nb1,VCrZrNbMoTa,SS+IM,SS,-4.62419786425525,40.7779259980942,90.6073111418012,0.0,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666
600,Cr1 Ta1 Zr1 Mo1 V1 Hf1,VCrZrMoHfTa,SS,SS,-6.66556004813912,44.5704796638703,88.4018779958602,0.0,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666
601,Cr1 Ta1 Zr1 Mo1 Pd1 Nb1,CrZrNbMoPdTa,SS+IM,SS,-2.43424858635379,34.5561161465387,92.9187378282516,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666
602,Cr1 Ta1 Zr1 Mo1 Pd1 Hf1,CrZrMoPdHfTa,SS,SS,-2.3974030738,34.6800476665315,100.048298671355,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
603,Cr1 Ta1 Zr1 Mo1 Nb1 Hf1,CrZrNbMoHfTa,SS+IM,SS+IM,-7.62864847914092,46.3112857380931,90.271077034159,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666
604,Cr1 Ta1 Zr1 V1 Pd1 Nb1,VCrZrNbPdTa,SS,SS,-4.90004686393297,43.0732620885014,102.770595521951,0.0,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666
605,Cr1 Ta1 Zr1 V1 Pd1 Hf1,VCrZrPdHfTa,SS,SS,-7.25472486632558,45.3300209459175,101.665231770594,0.0,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666
606,Cr1 Ta1 Zr1 V1 Nb1 Hf1,VCrZrNbHfTa,SS,SS+IM,-9.87112750875261,53.8125824505321,87.7975570051866,0.0,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666
607,Cr1 Ta1 Zr1 Pd1 Nb1 Hf1,CrZrNbPdHfTa,SS,SS,-6.67317907662702,44.8372291492028,102.585719815336,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666
608,Cr1 Ta1 Ti1 Mo1 V1 Pd1,TiVCrMoPdTa,SS,SS,-3.72518567910253,37.6589121456232,93.4792642897556,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666
609,Cr1 Ta1 Ti1 Mo1 V1 Nb1,TiVCrNbMoTa,SS,SS+IM,-5.19245701472807,41.7213534440881,89.7439744266131,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666
610,Cr1 Ta1 Ti1 Mo1 V1 Hf1,TiVCrMoHfTa,SS,SS,-6.29883090446624,43.3320900753653,89.4569543542666,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666
611,Cr1 Ta1 Ti1 Mo1 Pd1 Nb1,TiCrNbMoPdTa,SS+IM,SS,-4.42916111024245,36.5304915947296,92.5561972618065,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666
612,Cr1 Ta1 Ti1 Mo1 Pd1 Hf1,TiCrMoPdHfTa,SS,SS,-3.95518576309498,35.4409226794959,99.340198178448,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
613,Cr1 Ta1 Ti1 Mo1 Nb1 Hf1,TiCrNbMoHfTa,SS+IM,SS+IM,-7.16196522328917,46.3023779399119,90.261663789863,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666
614,Cr1 Ta1 Ti1 V1 Pd1 Nb1,TiVCrNbPdTa,SS,SS,-5.00653596346776,43.2890532779321,103.066947824718,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666
615,Cr1 Ta1 Ti1 V1 Pd1 Hf1,TiVCrPdHfTa,SS,SS,-6.39393001923337,43.1014812723118,101.543124303728,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666
616,Cr1 Ta1 Ti1 V1 Nb1 Hf1,TiVCrNbHfTa,SS,SS+IM,-8.62134719369745,53.8616242037748,89.1124630672511,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666
617,Cr1 Ta1 Ti1 Pd1 Nb1 Hf1,TiCrNbPdHfTa,SS,SS,-7.90308450347722,47.4947562980304,102.077859446179,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666
618,Cr1 Ta1 Mo1 V1 Pd1 Nb1,VCrNbMoPdTa,SS+IM,SS,-3.98404708552961,38.0898322947139,89.6293731656984,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666
619,Cr1 Ta1 Mo1 V1 Pd1 Hf1,VCrMoPdHfTa,SS,SS,-4.35335116668677,36.3359814661447,93.1884344893555,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
620,Cr1 Ta1 Mo1 V1 Nb1 Hf1,VCrNbMoHfTa,SS,SS,-5.43529201481791,42.7869567733388,91.9980143102309,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666
621,Cr1 Ta1 Mo1 Pd1 Nb1 Hf1,CrNbMoPdHfTa,SS+IM,SS,-2.90873356928433,35.6933485317003,92.5392741053856,0.0,0.0,0.0,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
622,Cr1 Ta1 V1 Pd1 Nb1 Hf1,VCrNbPdHfTa,SS,SS,-5.38786467653871,42.511279267329,102.872080202272,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666
623,Cr1 Zr1 Ti1 Mo1 V1 Pd1,TiVCrZrMoPd,SS+IM,SS,-3.99299839069978,37.3086350953789,103.330071737066,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0
624,Cr1 Zr1 Ti1 Mo1 V1 Nb1,TiVCrZrNbMo,SS+IM,SS+IM,-5.03797420990058,42.6885524957115,91.8492860126485,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0
